"","GeneralType","Type","PRKCZ","EPHA2","PINK1","ID3","SFN","SESN2","SLC2A1","PTPRF","CDKN2C","JUN","GADD45A","GNG12","SHC1","LAMC1","PIK3C2B","LAMB3","TRAF5","DUSP10","CAPN2","ID2","TRIB2","TP53I3","LTBP1","EPAS1","EPCAM","HK2","CAPG","DUSP2","SPC25","ITGA6","FZD7","IDH1","FN1","IGFBP2","ARL4C","PPARG","TGFBR2","KIF15","CDC25A","LAMB2","FLNB","MITF","PHLDB2","MYLK","TIPARP","MECOM","TNIK","PLD1","TNFSF10","CLDN1","BCL6","SGCB","IL8","PTPN13","PITX2","CAMK2D","VEGFC","PARP8","ITGA2","IL6ST","MAP3K1","PLK2","SSBP2","EGR1","DUSP1","FOXC1","NEDD9","DDR1","HSPA1A","HSPA1B","BAG2","CD109","AIM1","SESN1","FYN","SGK1","MAP3K5","TNFAIP3","PERP","FAM20C","PDGFA","MAD1L1","TWIST1","GLI3","STK17A","IGFBP3","GRB10","CDK6","LAMB1","MET","HIPK2","PARP12","TNFRSF10A","DUSP4","FGFR1","SNAI2","LYN","E2F5","CCNE2","FZD6","EXT1","SNTB1","CDKN2A","TLE1","NEK6","DIP2C","CAMK1D","ITGB1","DKK1","AIFM2","PCBD1","DDIT4","FAS","DUSP5","MGMT","CD82","DDB2","DTX4","CCND1","ENDOD1","BIRC3","CASP4","ETS1","PTPN6","EPS8","MGST1","PRICKLE1","DDIT3","DUSP6","SOCS2","ELK3","FARP1","ZIC2","EFNB2","IRS2","COL4A1","COL4A2","PCK2","PRKD1","CFL2","NFKBIA","PYGL","BMP4","DAAM1","SIX4","HSPA2","FOS","VRK1","EVL","THBS1","IDH2","BLM","MVP","MLKL","PLCG2","JUP","FZD2","MAP2K6","RAC3","NDC80","LAMA3","TCF4","ATP8B1","PMAIP1","GADD45B","ICAM1","ICAM3","CDKN2D","DLL3","AXL","RELB","RRAS","TRIB3","PLCB4","PYGB","ID1","CD40","SIK1","PDK3","MSN","PHKA1","FLNA"
"KYSE-220","aero_dig_tract","oesophagus",5.897528711,4.899137321,5.292601862,9.635259767,10.51406756,7.790679191,7.913138842,8.75354517,6.31848299,5.905934193,10.14192696,8.642467483,7.703462847,7.437472921,5.182212677,7.066955213,5.530516389,6.135946846,8.586769847,4.148762833,3.67344545,5.662060984,5.725055699,4.982567143,10.69848593,6.376681018,8.452663686,3.510061822,7.445033487,8.121378874,5.552606016,9.365655425,3.494923513,8.117770668,7.007652337,5.995592971,5.004198064,5.548774976,4.85839342,5.582172506,6.770882412,5.075045791,4.609329335,6.473932305,6.22905871,3.962884575,4.865153587,6.832524464,6.756977014,6.884259205,5.014495588,4.066980157,3.99566473,7.623838725,6.689339114,5.853719959,6.104897941,3.407355013,8.719074636,5.742000214,7.636271029,5.620581869,6.372953597,7.210528909,4.721315009,6.052859956,3.936875979,7.593895691,3.708413239,9.946741684,7.15346324,6.469553996,5.64877194,5.396359497,4.456712877,6.906680435,5.927146127,5.124820699,9.563920796,5.289058836,5.801073792,4.617055557,6.084779524,7.566524109,7.426223648,4.274217514,4.854457404,7.062503383,6.159680073,4.809331526,5.404119903,6.782517862,5.545444321,4.437797955,4.277301385,7.981344515,5.891446194,7.581624535,5.045909974,7.721013828,7.85989673,5.123869944,5.018911643,8.121769517,5.277492225,7.528793294,5.234951169,7.724684017,9.290845728,4.765653503,8.992497488,11.38090648,4.968293104,5.709603373,2.738033456,6.669992622,6.176423307,4.754560457,8.883500256,5.277397852,3.343197884,6.597391217,3.653562253,5.824694941,5.402715893,11.22379721,5.016173747,6.240392625,3.942478221,5.656763549,5.578454145,6.031800107,6.423668351,5.202366809,6.462495912,6.901810788,8.360805965,7.519138965,3.061093502,7.221024986,8.789311597,9.889236577,3.935125874,7.425362592,8.513045484,7.92618599,7.471627573,8.47464084,4.963394466,5.675351592,9.009124474,8.783699241,6.724583076,6.723014059,6.252071367,9.541866766,6.972277529,5.297932638,6.218683597,8.864204214,6.482679378,4.394314989,4.591490334,6.896531502,6.523253094,3.410859711,5.78140343,5.974634199,5.181621982,5.158762268,4.439050701,6.856502867,7.914264567,3.256743747,5.061430978,10.82928177,3.348355895,7.199634132,3.778487956,9.056537182,5.331408321,5.949602102
"KYSE-270","aero_dig_tract","oesophagus",8.181710307,5.434491807,6.818111982,11.0331561,8.650820819,6.36641692,7.717629278,8.286724072,4.056035295,9.479225804,10.70376045,7.107116095,6.789960352,8.503483515,3.961027736,8.281679974,5.84445308,6.417445666,8.02307663,7.339226264,7.689710144,4.231484256,6.578819765,6.66479672,9.767301578,7.684425405,7.73151157,7.496879388,3.347250605,9.158955583,5.33313245,8.053013203,4.806829577,7.660782096,6.637724472,6.865498538,3.983574055,3.034595554,4.990526786,6.450606702,7.106456538,3.186605272,6.314490332,5.867668295,8.685140193,5.385406839,6.60561718,5.859484988,9.261525404,8.074842229,8.100540542,5.290595927,4.759959168,5.498771716,7.286161617,4.962950664,7.102128489,6.393192088,8.70921216,5.261569096,7.80761546,7.180647758,5.293272846,9.889656969,6.630931263,7.957529226,3.40565083,7.479306536,11.59117187,10.36679391,7.107999045,6.23878685,5.078143661,6.029550704,4.930286392,10.18847902,6.428610105,5.751643877,9.959700676,7.98434945,6.812610411,4.649387994,8.734558585,5.677619069,7.576505217,6.269386315,8.882428064,7.582703186,5.733168226,4.163057362,4.641175004,7.74885921,6.664484256,8.070360561,3.669813944,10.12041582,8.834649275,9.390358018,5.644875987,8.488771236,9.955526486,4.181513048,6.69540541,8.294652016,6.046602542,5.524876704,6.280838639,8.834382488,7.183262266,4.908336968,8.691628952,11.47331141,4.519917565,8.898013221,8.070930507,5.770750542,6.619016665,8.171842355,7.043117306,6.518269689,4.20562862,6.902341156,3.958977838,6.161382347,7.524737512,11.61567426,6.618161004,5.510559021,6.480743642,6.827232703,6.55167418,7.501842663,7.852754577,7.249733288,8.107047344,7.770659392,8.724294495,5.127076633,5.930941627,4.915205673,8.604412302,10.3175429,5.040810664,7.301022874,9.249695779,9.757708823,9.848638747,8.103736433,5.772855141,4.695437114,7.431256342,5.097581671,6.530278823,6.811703887,5.794053849,9.051294518,6.765172537,4.664829179,9.113826998,5.391448112,8.898643686,5.763948109,5.807583614,9.854462699,7.163286038,7.958248294,6.781145929,6.721196608,6.012579589,5.57714355,5.283251931,7.153145955,5.247548829,3.752151492,6.133312876,11.52660999,7.34885808,8.900830219,6.613048035,9.148677696,5.892211793,6.011102287
"KYSE-410","aero_dig_tract","oesophagus",6.409397329,6.12208079,5.72097483,9.365001454,9.190636594,6.05320634,7.988591099,7.796892157,7.729288442,6.935344826,8.357582519,6.60562443,6.920585318,6.835081951,7.731071263,6.407000992,5.050676354,5.161778839,9.305786699,6.475902094,5.55948245,8.502106606,5.588948455,6.69043935,10.20750672,7.085530338,7.988553369,4.55793197,8.140668906,8.459447111,5.06991092,9.850507896,6.5909646,3.590401888,5.676705478,9.868436239,6.128211137,6.878286987,5.179435458,5.252311094,8.727809285,5.271678392,5.712253266,3.472196164,5.483936519,7.828458516,4.462533471,4.535111839,6.491889333,7.731171245,4.798865373,4.890666994,3.423610792,5.997274827,7.717836231,4.825503928,8.124219643,6.428615386,9.12801135,4.209087259,7.424945786,5.947068314,6.875620837,7.2578701,3.468772609,8.716330458,4.211623942,6.597063187,11.81713196,10.84734045,7.439681916,7.050507728,7.01375064,6.421784689,6.526170955,3.349008343,7.278553841,3.241140875,9.119475782,5.626321582,5.550818459,5.197774169,6.277813478,5.845399403,6.930308972,7.823969277,5.97253684,8.58132431,5.398521702,4.893296138,4.871370834,6.046627655,5.085989507,8.032216526,3.480766976,9.652819372,6.53729331,6.650804124,5.682527522,8.516885656,8.268673734,3.510858222,8.50101448,7.771799531,6.234252376,7.259054567,3.85920102,7.48481281,9.208987,3.202460474,4.239013705,8.851455551,5.274644342,3.95780453,6.843017168,4.011735829,7.861698365,9.78717854,7.703043822,4.883631677,4.483870242,7.504586167,5.042684607,6.701413945,8.399252737,3.756553671,5.464815517,4.381890242,5.80594049,3.345682266,7.460580677,6.342552221,4.947727179,6.661017684,4.837353186,3.466027577,3.394959401,4.646182318,3.180199159,6.767544171,7.980794975,10.40741134,5.232533154,8.891241554,7.828506535,6.294141249,7.006750309,9.273773141,5.201960368,7.026831428,5.154928443,8.159820892,4.130150457,7.452779619,4.007307972,9.62135286,6.709592135,5.624330063,6.379235552,9.073382112,7.766303341,3.967388669,7.661826315,5.941268991,5.96180151,2.952033914,7.00393303,6.054593045,3.225597665,6.579224782,3.343269491,7.053708769,4.768684719,3.226204055,5.761063324,12.52336101,3.445129394,8.722114717,7.037195382,3.334301214,4.724429925,6.323285619
"KYSE-450","aero_dig_tract","oesophagus",6.63092106,3.576600446,7.196303735,9.230048204,10.08794271,8.856503743,8.734663061,7.722061526,4.985401107,7.721950927,9.747868383,8.041791659,7.155075705,7.384494947,4.813802902,8.690662418,4.687437095,3.198208232,7.192219796,5.640915335,5.913966815,7.272722445,5.158948355,3.919444516,10.60085111,7.631121966,7.466368345,5.263394653,4.765262793,8.302057098,4.789446384,8.531248241,3.090442824,7.487766111,8.003971188,5.972103818,5.323462388,4.794684233,5.621527015,6.265469736,6.296725098,5.144944121,5.212022242,4.348919203,5.924202416,4.799169116,3.353540216,4.305608291,4.863550836,7.442893266,5.764965126,4.828505417,3.746989932,5.20093375,7.720884782,4.689471913,3.886753728,5.231254997,6.929557104,4.561810425,7.365768725,5.102282098,7.250927809,7.95022491,3.954427742,6.131454011,3.597324299,7.675504523,12.44863309,11.77656334,8.245199939,6.049975365,4.134780045,4.187633138,6.376452877,7.817180727,5.058362478,4.135307724,9.439653748,6.698886231,7.50673774,6.026400208,7.83536314,6.566118377,7.341317577,7.662517051,7.625746172,8.125040559,3.87026451,3.882832602,5.307504515,5.629638598,5.622290192,4.382879082,4.58866687,9.792332593,6.238748122,7.971445522,4.55005114,7.331091024,6.637796312,4.371154133,3.293804828,7.616786316,6.420181923,5.736723976,5.640967638,5.764224315,7.562587268,4.853746286,8.764529082,11.16906368,5.463612644,5.520763186,9.009049253,6.67302435,7.721682787,5.114096687,6.628324588,6.783613368,3.139049481,5.959607782,3.115053897,5.956158112,4.580396029,11.28135988,9.676856515,6.757868515,5.008188299,7.892261255,5.39898943,5.42791879,6.763021738,7.550378264,8.363798179,4.977712135,7.158027541,7.939780558,4.973987166,5.250333969,8.373360753,9.937862983,5.531039053,6.457672955,8.304645887,4.876749963,5.41665619,6.462799981,5.445733894,5.518337899,7.50264697,6.587035744,5.829237526,7.479295891,5.269875564,9.752771338,7.240359036,6.36497395,6.884548317,6.08310809,3.844686471,5.842847233,4.813435019,6.863227334,5.882231889,3.170288521,6.584819309,4.541628049,6.01894535,5.124432425,4.862430048,5.625524606,8.04300274,3.523884627,8.654509903,9.939107902,3.490657665,7.026762802,4.042355227,9.315572358,5.190349582,7.448631002
"KYSE-50","aero_dig_tract","oesophagus",6.405232083,5.669384462,6.442931604,7.895139385,10.17177168,6.415537982,8.163350605,8.77990235,5.793275442,7.496952731,9.515026875,8.998991949,7.440079576,7.442651601,6.392645546,7.775674657,4.502041398,5.30835502,8.743074832,6.860107223,7.524507758,5.712475169,5.042187845,5.046807324,9.269676915,5.861540361,7.911715671,3.265233114,6.748604433,9.429583562,7.274276848,7.556384484,2.998554065,8.252229721,7.465227825,3.367851272,7.049207835,7.155457177,5.256667269,5.370705849,5.777116135,3.619418798,7.018561152,4.465269187,6.805412113,4.177697335,3.092289707,6.947536052,7.919579884,3.881310447,5.129666839,4.627608845,3.431622266,3.792736065,5.178181865,6.837203063,3.810000695,5.705048795,10.29168497,4.745774597,7.732829525,5.503146379,6.208879761,10.48159977,6.351125131,5.406480577,6.099337424,8.395347193,3.652788294,9.643279923,6.56434358,5.945316697,6.888646188,5.093547864,5.812241053,11.18151483,7.793250293,5.436052118,11.59042126,6.987758399,7.598888106,5.73455296,4.131631853,6.145889918,8.259987578,6.87665633,6.513488273,8.498895145,4.166692757,4.645631757,4.769891035,6.847626759,5.690101466,5.555997554,3.992730119,9.130611935,4.734384733,6.579808175,6.692953667,9.56426266,9.416446796,3.861876773,3.437471848,7.585114341,4.804485999,5.906418594,5.800374641,7.908544701,9.9684358,5.587075106,8.451194673,10.27247699,3.536638112,6.837132683,8.170564308,7.186634806,7.782789262,7.105886058,7.363035744,6.64200611,4.152033848,6.346151217,3.609529914,7.307817159,5.491395181,4.502578354,5.819442339,5.596797459,7.627356996,7.640726276,6.271703895,5.724712422,6.381516999,8.23940567,6.920768694,7.561022739,8.300147341,6.542800012,4.202836231,4.647224483,9.500074469,5.68837901,2.949077606,7.727862002,7.283319059,6.486602521,8.960406503,8.075568461,4.575486191,3.330807939,7.269652641,8.398132829,6.85328545,3.822729423,4.871135892,9.984792898,7.136192961,6.247904577,8.135976301,6.480216693,6.40960123,5.330337666,7.471975538,7.082581987,7.426555406,3.052760909,3.74947896,6.827822767,3.91663173,4.034566878,6.420103124,7.559835572,6.686329909,3.718367885,6.092127995,10.99800455,3.622090748,8.113073152,4.254827928,3.730564213,3.014715283,5.718029329
"KYSE-510","aero_dig_tract","oesophagus",6.7511851,6.253081653,6.610571471,10.60692476,9.893971625,8.775859369,8.071572951,8.512865793,3.338188915,9.373860606,10.46644937,7.698553961,7.754328812,8.562303189,4.95823949,8.327219401,5.427951827,4.447724586,9.054530949,4.644924916,3.984014323,4.863526623,6.121210774,6.191854835,10.04125828,6.465002886,8.195348293,6.97402431,6.177240584,7.973338658,5.879816766,9.330999677,5.858211266,8.759758461,7.33143329,6.528419781,4.358533645,4.2807761,5.861663535,7.351956409,7.115706118,4.685757353,4.379836582,8.168511089,6.522333083,4.940580389,3.435489757,6.015181424,7.271053202,5.356039187,5.65937601,5.243154773,5.847917687,5.675206782,7.208671524,5.694464958,4.170376143,7.421510832,7.424073785,4.744251556,7.491909334,6.091974167,6.791955734,10.1974385,7.357624782,7.738654048,4.690098035,7.918421619,11.07314857,10.10569415,7.755826219,5.823822056,6.183543323,5.358042196,5.76041535,8.162742519,7.881027682,7.279203765,9.413945117,6.951053989,5.976869495,5.094182715,3.253374026,6.511337996,6.680626159,8.782067845,3.021411151,7.591162735,4.260899468,5.059020667,5.341941504,7.6788245,6.139452559,7.187405754,3.838582019,8.212946453,8.693380708,8.669162195,5.786097439,8.266097026,9.752077079,3.37500204,3.613620849,8.455859902,4.75553496,4.947177214,3.699374872,6.993139955,5.722961571,4.80481365,6.891233215,11.60038405,6.009659429,8.651939137,3.450480037,8.126817076,7.368548753,7.789655971,8.895086396,6.393835458,6.211669748,7.206162585,3.438675052,5.451481172,7.252594171,3.49602182,3.965535014,6.197606591,6.177488897,5.699864567,5.925393723,5.058384621,6.875231742,4.160958582,5.883273928,5.020890034,6.11815444,7.851411221,3.247834161,6.173192304,10.10786686,11.48368891,3.59816007,7.958654825,8.642727001,7.166723693,10.79639044,8.708187047,4.562521661,4.702742711,5.267316824,8.582770082,6.908492838,6.925007678,8.353969465,8.982922983,7.112259738,3.653494532,5.380101754,9.431714222,7.999908566,3.943388231,6.563039622,9.25021932,8.38017018,4.62744232,4.573570005,4.719335984,5.695479168,6.288776105,6.062650583,8.620100106,7.92894822,3.132256807,4.981939127,11.73334697,3.366740442,8.033765032,5.663978267,8.432340005,5.047786821,7.344714819
"KYSE-520","aero_dig_tract","oesophagus",6.702930956,7.432253398,7.216089343,10.5693714,11.08069084,6.258493587,8.993153165,8.041218572,6.61336275,7.634273144,11.12250089,6.441373515,7.77576195,8.581686231,5.194595504,8.543158278,5.292192588,3.718125777,9.589436388,5.300771323,3.565437644,6.864573166,3.342709438,5.147181247,9.373631802,7.712644539,8.280773735,4.383551525,9.217233958,10.54322831,3.865394405,6.988102267,3.691481939,6.397587292,7.930247904,6.054813461,5.69675472,6.572743259,6.494634308,5.600730234,8.441976923,4.536365412,7.289534699,5.296799622,6.82171341,6.171928579,5.551002784,4.484567008,2.858886217,5.216879271,4.57385042,5.656760307,6.209335418,6.678020451,8.461012832,5.641450608,8.978556766,6.870152886,7.264947818,4.571298533,6.840002571,9.311342866,5.569177828,7.703329235,5.481278348,5.343350183,3.043691205,6.001748328,10.92438983,9.556595805,8.028264497,5.688441756,5.059815933,4.007627829,5.750721631,7.710057218,4.873881985,7.04066467,9.738386935,7.419610975,6.801198661,5.706919031,8.052505813,5.324602103,8.403222673,9.684514573,3.228221591,8.974124356,4.529576499,4.725906817,5.987050259,6.013814275,5.868570235,9.218310216,3.826735653,10.12311831,7.778246662,7.734468425,6.330458747,8.164894471,8.2363867,2.903365043,7.671644826,8.362171537,5.867434197,4.630038603,3.725810603,8.514680579,11.10065848,5.468495252,7.959772728,7.465050865,5.825337661,7.916852421,8.595127782,7.142577293,6.893305062,7.307122847,8.797710089,5.849103747,3.054835386,7.416012444,4.249230156,5.244273485,6.012407707,11.38400206,6.818212625,5.449827654,7.898963571,4.426270052,6.892650479,5.099715136,6.29980844,6.687029933,7.435675044,6.885791125,8.386440142,4.020873201,4.37409679,7.548820504,7.725920081,11.33588826,7.69645258,8.542539551,8.180030413,7.127765582,7.43264005,9.523955135,4.82495172,7.261429455,4.74172994,8.083985584,6.158766413,6.966383224,4.676122337,9.691637105,7.968623378,4.705190775,6.497318771,9.913021139,10.11493822,4.850504861,3.824263746,8.298746576,7.048708931,3.341397188,7.039613025,6.853578723,6.780025522,9.731943679,4.116508427,7.424274999,5.866575354,7.717732402,6.763128916,12.24467051,4.602356303,6.43752239,5.028783215,8.504988532,3.825336436,7.681180613
"KYSE-70","aero_dig_tract","oesophagus",7.213064219,7.415449829,8.157816124,9.565904515,9.676401128,8.291539228,10.27830911,8.078613594,3.651870085,8.024321897,12.18086091,7.265594503,7.396867263,7.932565554,4.968629703,8.247507791,3.362208072,4.281549574,8.505646862,7.115550419,6.607751202,5.990042359,5.259125416,3.597130884,9.839214561,6.371684002,4.958817874,3.264839476,6.87320738,8.276665922,6.445646637,9.871805746,3.753647869,5.541369359,7.513175367,3.414381442,5.312725156,5.527419292,5.946698671,6.566939075,6.591131456,5.747157078,7.550707009,7.375666666,6.545791344,4.341102127,3.023174065,5.778364664,3.155565242,7.136081808,5.082703859,6.384629993,3.637324246,7.246703892,4.988276034,5.562097545,3.20492921,3.708147139,8.545124236,4.897164812,6.480094658,6.69154417,7.389300723,7.045688077,4.352744175,7.461622823,5.219156921,7.221088046,5.349541966,10.16687354,7.147041767,5.866726145,3.042658763,6.350407042,4.653712449,7.196117242,5.774593743,3.860746988,9.505995761,7.039763106,7.74619644,6.219121244,3.769201263,6.192667861,7.750344686,10.23667907,8.181095657,8.380403773,4.616435926,4.3243906,5.597927527,6.250472113,3.455325081,6.716170802,4.495926795,9.497609425,6.665251245,7.955343847,4.916927865,8.151162608,6.936162937,3.698267839,3.77038281,4.031615976,3.538462897,6.29737354,4.774250815,7.765563443,11.3775568,6.824661855,7.17446114,11.40879951,3.201285007,9.246733923,2.517411264,6.629708139,7.42161363,4.593808361,7.293067557,6.3314293,2.98746534,6.596238233,3.18449733,4.644955938,5.482042385,9.192736757,6.615223921,7.791821936,6.622164693,7.289465194,4.356121868,4.542261575,6.642979534,6.442733384,8.59113213,5.993688688,6.325591938,6.547738332,4.089598862,7.737830246,7.773816325,5.850644559,5.724577425,6.984335754,8.867058838,6.546439206,4.179528939,8.092507419,4.442417119,6.82062904,4.381131763,6.824816843,5.035343774,3.112037616,5.546150264,7.498252306,6.323006114,3.509425579,6.507315534,9.71689531,4.474359492,6.140496821,4.70678548,7.261581992,7.470677991,3.315427757,5.733292808,5.848149885,5.925960867,4.00181195,5.94973118,7.899526846,9.770054637,3.796404514,7.777280422,9.269975693,3.391743441,7.415542758,5.073076154,8.923204309,2.952168805,6.66717158
"OACM5-1","aero_dig_tract","oesophagus",5.916729245,4.413482527,6.574073244,11.12476791,8.671735762,6.563088509,5.895098183,7.139800711,8.066486157,5.705969777,8.515677029,7.498318452,8.515885505,6.238404027,3.466785812,3.824806235,4.776353614,4.530151168,8.262223225,7.380249325,3.875828777,6.739121317,4.242099891,4.142108774,5.768127049,6.044612336,3.449870364,4.249040894,7.531512684,4.518679977,3.474208958,7.50391236,11.36240939,5.88900178,7.882072623,4.301485357,3.776800025,7.251631106,5.26910873,7.207830309,9.547387396,5.943255844,3.633047232,3.875821267,5.954308542,3.290699437,3.002744118,3.603365098,3.109076732,3.240287232,8.266461417,7.810658025,3.318961381,4.767478416,4.368090659,5.337494472,3.526736323,4.1460075,4.980357154,6.408768355,10.00389503,6.754296372,6.332434656,4.515258855,3.914520104,3.093351017,3.091275448,5.973822317,10.86499746,8.535062711,8.438168866,3.452167082,2.89471042,4.418647604,4.352197909,5.119390751,3.741466395,3.779494502,6.779546521,3.651430268,3.506468371,3.930682262,8.395727632,8.442928952,4.790549002,7.370845951,4.700368526,10.0020848,3.062220565,3.988607853,4.058334365,4.883231523,6.916470472,3.92048182,7.006426063,6.446109623,6.256905906,8.789943181,7.110412143,7.710861815,6.356184773,3.533015755,7.644039911,6.618110615,4.038459266,6.001225439,4.191279731,9.892117496,3.880505395,5.419466276,7.336443411,11.13479685,2.809876586,3.192742418,2.71632124,3.644189642,5.231375334,4.010022594,6.944560845,6.115241161,5.164098816,3.318584466,3.786171327,4.229243568,4.750538902,9.924151138,3.298518208,4.461567527,3.759068528,2.955504501,4.388046089,5.003244796,7.489448291,4.968434646,7.337747289,3.451710341,3.406988288,6.589599703,4.375858683,7.032257248,9.331921118,10.21143715,2.915957688,6.849040263,6.955223687,9.802047048,3.892969121,8.737085316,3.678135646,5.134964414,6.330386328,8.347974681,4.781786439,5.02368209,4.663772041,5.009130307,7.216407242,10.52575312,6.558670947,7.469085077,2.882278747,3.366973523,3.137126158,4.284594452,9.257894315,3.389865288,5.450782343,8.440353849,3.681977866,3.965771061,4.368288995,7.403895986,5.033741082,5.182392268,5.539128673,10.60846123,3.845471902,8.852324749,4.978585698,8.117982484,5.492404756,6.557420428
"OACp4C","aero_dig_tract","oesophagus",5.803345318,5.476100454,6.376092808,9.48707524,7.931430099,4.843468305,7.177501814,7.811906843,4.947324731,6.008563324,7.715058802,8.870761105,7.35611869,8.368055705,6.208177745,6.737777935,5.679716672,4.439509761,8.943613934,4.806171522,3.397532631,5.299611031,7.560385322,7.513668465,10.39194493,5.888996886,10.5582732,5.951588191,6.975236107,8.179691472,4.957555457,9.863174864,4.949744978,3.460057962,6.220491153,8.590492543,5.736093177,6.184484233,5.344702207,5.76577753,7.888773547,6.375316491,6.234864935,8.32721407,6.801105461,7.818059066,3.655715896,3.977154103,4.144092358,8.040324183,4.930728179,5.910090317,4.467569017,7.043522376,4.48335808,5.18152275,7.744615449,4.458649613,6.911716309,4.500141712,7.585196484,5.495772531,4.679280018,6.49840707,7.362802646,3.109900273,6.160621054,6.314882338,10.7818914,9.261156165,7.146355156,4.679885673,6.018083824,4.824504684,8.03705128,10.17448923,6.844363003,6.94896593,8.533701577,6.217892842,4.403388051,4.25190788,3.466061417,5.577777495,7.995514194,8.824886164,5.726247648,9.465382856,5.249927815,5.77096274,3.274002228,7.416344791,6.172772692,9.775963421,4.012405213,6.153012418,6.576563622,7.983814588,4.657806607,7.010925219,8.365772693,3.559462771,3.521597797,6.413821632,6.464985115,6.530107834,5.737396092,9.97773957,11.4839688,4.99932886,9.056510812,11.15197648,6.628133761,5.742326853,8.225703864,6.597102022,6.754876964,8.501344028,5.078504443,6.751454916,6.505168335,6.79027796,3.680840177,4.880203659,6.828841899,11.81993823,4.15563365,3.655776093,6.383209776,4.196687847,5.853682932,5.443061812,5.30657307,6.072640736,6.341817889,5.426426546,6.677585163,5.441904579,3.620660005,6.418374255,8.357021328,9.512900252,3.965959704,7.255918247,7.74941602,7.834619324,9.699048542,7.688476883,4.076531932,6.109985949,6.162669068,8.471099295,6.114982731,7.232009391,4.361322718,9.048525935,6.336060017,6.174902847,7.783437421,9.336798632,8.409757773,5.077239186,6.237128471,6.782928009,5.203351778,3.594806518,7.227711677,4.816236205,4.883912885,5.790539955,6.120303519,7.85384247,5.651781931,3.295190808,5.402133399,11.18301062,3.637686196,10.35248644,5.921044357,8.196524974,6.340802926,6.844446855
